ensembl_id,gene_symbol,description,hg_chr,hg_start,hg_stop
ENSG00000240230,COX19,cytochrome c oxidase assembly homolog 19 (S. cerevisiae),chr7,1004485,1015235
ENSG00000145020,AMT,aminomethyltransferase,chr3,49454210,49460111
ENSG00000090857,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,chr16,70147528,70195184
ENSG00000123213,NLN,neurolysin (metallopeptidase M3 family),chr5,65018022,65125111
ENSG00000178096,BOLA1,bolA family member 1,chr1,149871154,149872348
ENSG00000158578,ALAS2,"aminolevulinate, delta-, synthase 2",chrX,55035487,55057497
ENSG00000164284,GRPEL2,"GrpE-like 2, mitochondrial (E. coli)",chr5,148724976,148734146
ENSG00000164904,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",chr5,125877532,125931082
ENSG00000069998,CECR5,"cat eye syndrome chromosome region, candidate 5",chr22,17618409,17646177
ENSG00000127554,GFER,"growth factor, augmenter of liver regeneration",chr16,2034149,2037750
ENSG00000184903,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),chr7,110303105,111202573
ENSG00000131055,COX4I2,cytochrome c oxidase subunit IV isoform 2 (lung),chr20,30225690,30232800
ENSG00000154719,MRPL39,mitochondrial ribosomal protein L39,chr21,26957967,26979801
ENSG00000109576,AADAT,aminoadipate aminotransferase,chr4,170981372,171011538
ENSG00000165775,FUNDC2,FUN14 domain containing 2,chrX,154255063,154285191
ENSG00000120992,LYPLA1,lysophospholipase I,chr8,54958926,55014577
ENSG00000163114,PDHA2,pyruvate dehydrogenase (lipoamide) alpha 2,chr4,96761238,96762625
ENSG00000112031,MTRF1L,mitochondrial translational release factor 1-like,chr6,153308399,153323925
ENSG00000130299,GTPBP3,GTP binding protein 3 (mitochondrial),chr19,17445790,17453540
ENSG00000163738,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,chr4,75023828,75168814
ENSG00000136758,YME1L1,YME1-like 1 ATPase,chr10,27399039,27443349
ENSG00000119673,ACOT2,acyl-CoA thioesterase 2,chr14,74035762,74042362
ENSG00000256053,APOPT1,"apoptogenic 1, mitochondrial",chr14,104029298,104057236
ENSG00000139428,MMAB,methylmalonic aciduria (cobalamin deficiency) cblB type,chr12,109991520,110011358
ENSG00000143224,PPOX,protoporphyrinogen oxidase,chr1,161136180,161141010
ENSG00000117528,ABCD3,"ATP-binding cassette, sub-family D (ALD), member 3",chr1,94883932,94984219
ENSG00000142082,SIRT3,sirtuin 3,chr11,215029,236362
ENSG00000166816,LDHD,lactate dehydrogenase D,chr16,75145757,75150670
ENSG00000174100,MRPL45,mitochondrial ribosomal protein L45,chr17,36452988,36479101
ENSG00000130921,C12orf65,chromosome 12 open reading frame 65,chr12,123717843,123742506
ENSG00000148950,IMMP1L,IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae),chr11,31453948,31531169
ENSG00000140521,POLG,"polymerase (DNA directed), gamma",chr15,89859535,89878026
ENSG00000123472,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,chr1,47100710,47134099
ENSG00000135441,BLOC1S1,"biogenesis of lysosomal organelles complex-1, subunit 1",chr12,56109817,56113491
ENSG00000136010,ALDH1L2,"aldehyde dehydrogenase 1 family, member L2",chr12,105413561,105478341
ENSG00000163626,COX18,COX18 cytochrome C oxidase assembly factor,chr4,73920415,73935472
ENSG00000080819,CPOX,coproporphyrinogen oxidase,chr3,98298289,98312455
ENSG00000112992,NNT,nicotinamide nucleotide transhydrogenase,chr5,43602790,43705668
ENSG00000224877,C17orf89,chromosome 17 open reading frame 89,chr17,79213110,79215098
ENSG00000166896,XRCC6BP1,XRCC6 binding protein 1,chr12,58335444,58351052
ENSG00000172992,DCAKD,dephospho-CoA kinase domain containing,chr17,43100705,43138477
ENSG00000241468,ATP5J2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2",chr7,99055783,99063824
ENSG00000155380,SLC16A1,"solute carrier family 16 (monocarboxylate transporter), member 1",chr1,113454469,113498975
ENSG00000107819,SFXN3,sideroflexin 3,chr10,102790995,102800998
ENSG00000102910,LONP2,"lon peptidase 2, peroxisomal",chr16,48278210,48387407
ENSG00000008311,AASS,aminoadipate-semialdehyde synthase,chr7,121713597,121784344
ENSG00000184047,DIABLO,"diablo, IAP-binding mitochondrial protein",chr12,122692208,122712081
ENSG00000187581,COX8C,cytochrome c oxidase subunit VIIIC,chr14,93813536,93814700
ENSG00000176894,PXMP2,"peroxisomal membrane protein 2, 22kDa",chr12,133264191,133281577
ENSG00000113492,AGXT2,alanine--glyoxylate aminotransferase 2,chr5,34998205,35048240
ENSG00000135423,GLS2,"glutaminase 2 (liver, mitochondrial)",chr12,56864727,56882198
ENSG00000184831,APOO,apolipoprotein O,chrX,23851464,23926057
ENSG00000240303,ACAD11,"acyl-CoA dehydrogenase family, member 11",chr3,132276981,132378975
ENSG00000164241,C5orf63,chromosome 5 open reading frame 63,chr5,126378249,126409184
ENSG00000241935,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1,chr10,99344101,99372555
ENSG00000011295,TTC19,tetratricopeptide repeat domain 19,chr17,15902693,15932723
ENSG00000182768,NGRN,"neugrin, neurite outgrowth associated",chr15,90808894,90815443
ENSG00000179152,TCAIM,"T cell activation inhibitor, mitochondrial",chr3,44379610,44450940
ENSG00000140905,GCSH,glycine cleavage system protein H (aminomethyl carrier),chr16,81115551,81129980
ENSG00000124523,SIRT5,sirtuin 5,chr6,13574760,13615390
ENSG00000166123,GPT2,glutamic pyruvate transaminase (alanine aminotransferase) 2,chr16,46918307,46965201
ENSG00000124593,TOMM6,translocase of outer mitochondrial membrane 6 homolog (yeast),chr6,41755180,41757634
ENSG00000114023,FAM162A,"family with sequence similarity 162, member A",chr3,122103022,122128961
ENSG00000115657,ABCB6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",chr2,220074487,220083712
ENSG00000133315,MACROD1,MACRO domain containing 1,chr11,63766029,63933585
ENSG00000128311,TST,thiosulfate sulfurtransferase (rhodanese),chr22,37406899,37416224
ENSG00000198804,COX1,cytochrome c oxidase subunit I,chrM,5904,7445
ENSG00000117640,MTFR1L,mitochondrial fission regulator 1-like,chr1,26146396,26159433
ENSG00000100445,SDR39U1,"short chain dehydrogenase/reductase family 39U, member 1",chr14,24908971,24912007
ENSG00000132837,DMGDH,dimethylglycine dehydrogenase,chr5,78293386,78365497
ENSG00000102078,SLC25A14,"solute carrier family 25 (mitochondrial carrier, brain), member 14",chrX,129473861,129507335
ENSG00000141391,SLMO1,slowmo homolog 1 (Drosophila),chr18,12407894,12432236
ENSG00000100372,SLC25A17,"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17",chr22,41165633,41215403
ENSG00000125611,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,chr2,113342035,113346617
ENSG00000154174,TOMM70A,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae),chr3,100082302,100120242
ENSG00000158793,NIT1,nitrilase 1,chr1,161087861,161095235
ENSG00000180185,FAHD1,fumarylacetoacetate hydrolase domain containing 1,chr16,1877224,1890203
ENSG00000156026,MCU,mitochondrial calcium uniporter,chr10,74451888,74647452
ENSG00000135929,CYP27A1,"cytochrome P450, family 27, subfamily A, polypeptide 1",chr2,219646471,219680016
ENSG00000198763,ND2,MTND2,chrM,4470,5511
ENSG00000198886,ND4,"NADH dehydrogenase, subunit 4 (complex I)",chrM,10760,12137
ENSG00000198786,ND5,"NADH dehydrogenase, subunit 5 (complex I)",chrM,12337,14148
ENSG00000014641,MDH1,"malate dehydrogenase 1, NAD (soluble)",chr2,63815742,63834330
ENSG00000081791,KIAA0141,KIAA0141,chr5,141303384,141321612
ENSG00000138399,FASTKD1,FAST kinase domains 1,chr2,170386261,170430431
ENSG00000102738,MRPS31,mitochondrial ribosomal protein S31,chr13,41303431,41345347
ENSG00000144908,ALDH1L1,"aldehyde dehydrogenase 1 family, member L1",chr3,125822403,125900029
ENSG00000106246,PTCD1,pentatricopeptide repeat domain 1,chr7,99014361,99036462
ENSG00000138029,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",chr2,26467615,26513333
ENSG00000043514,TRIT1,tRNA isopentenyltransferase 1,chr1,40306705,40349177
ENSG00000088766,CRLS1,cardiolipin synthase 1,chr20,5986738,6020697
ENSG00000168237,GLYCTK,glycerate kinase,chr3,52321835,52329272
ENSG00000164933,SLC25A32,"solute carrier family 25 (mitochondrial folate carrier), member 32",chr8,104410865,104427563
ENSG00000124608,AARS2,"alanyl-tRNA synthetase 2, mitochondrial",chr6,44266462,44281063
ENSG00000157036,EXOG,"endo/exonuclease (5'-3'), endonuclease G-like",chr3,38537762,38567796
ENSG00000106153,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,chr7,56169265,56174187
ENSG00000117009,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),chr1,241695433,241758949
ENSG00000144040,SFXN5,sideroflexin 5,chr2,73169164,73298965
ENSG00000006744,ELAC2,elaC ribonuclease Z 2,chr17,12894928,12921381
ENSG00000233276,GPX1,glutathione peroxidase 1,chr3,49394608,49395791
ENSG00000205560,CPT1B,carnitine palmitoyltransferase 1B (muscle),chr22,51007289,51017096
ENSG00000065833,ME1,"malic enzyme 1, NADP(+)-dependent, cytosolic",chr6,83920109,84140938
ENSG00000214253,FIS1,fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae),chr7,100882892,100888371
ENSG00000169230,PRELID1,PRELI domain containing 1,chr5,176730762,176733960
ENSG00000175564,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)",chr11,73711325,73720282
ENSG00000153291,SLC25A27,"solute carrier family 25, member 27",chr6,46620651,46645927
ENSG00000075303,SLC25A40,"solute carrier family 25, member 40",chr7,87463813,87505692
ENSG00000125648,SLC25A23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",chr19,6440074,6459781
ENSG00000114735,HEMK1,HemK methyltransferase family member 1,chr3,50606908,50622421
ENSG00000114120,SLC25A36,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36",chr3,140660661,140698785
ENSG00000162600,OMA1,OMA1 zinc metallopeptidase,chr1,58946390,59012446
ENSG00000165046,LETM2,leucine zipper-EF-hand containing transmembrane protein 2,chr8,38243958,38267042
ENSG00000157379,DHRS1,dehydrogenase/reductase (SDR family) member 1,chr14,24759803,24769039
ENSG00000148175,STOM,stomatin,chr9,124101265,124132582
ENSG00000138382,METTL5,methyltransferase like 5,chr2,170668267,170681353
ENSG00000175806,MSRA,methionine sulfoxide reductase A,chr8,9911829,10286401
ENSG00000167799,NUDT8,nudix (nucleoside diphosphate linked moiety X)-type motif 8,chr11,67395408,67397408
ENSG00000163864,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,chr3,139279022,139396885
ENSG00000144659,SLC25A38,"solute carrier family 25, member 38",chr3,39424814,39438819
ENSG00000254858,MPV17L2,MPV17 mitochondrial membrane protein-like 2,chr19,18304039,18307550
ENSG00000131473,ACLY,ATP citrate lyase,chr17,40023178,40075272
ENSG00000173208,ABCD2,"ATP-binding cassette, sub-family D (ALD), member 2",chr12,39945021,40013843
ENSG00000160688,FLAD1,flavin adenine dinucleotide synthetase 1,chr1,154955769,154965587
ENSG00000144182,LIPT1,lipoyltransferase 1,chr2,99771417,99779613
ENSG00000133943,C14orf159,chromosome 14 open reading frame 159,chr14,91580356,91691740
ENSG00000100889,PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),chr14,24563482,24573339
ENSG00000152620,NADK2,"NAD kinase 2, mitochondrial",chr5,36192690,36242381
ENSG00000159399,HK2,hexokinase 2,chr2,75059781,75120481
ENSG00000128309,MPST,mercaptopyruvate sulfurtransferase,chr22,37415682,37425863
ENSG00000166321,NUDT13,nudix (nucleoside diphosphate linked moiety X)-type motif 13,chr10,74870132,74891586
ENSG00000132142,ACACA,acetyl-CoA carboxylase alpha,chr17,35441926,35766902
ENSG00000183044,ABAT,4-aminobutyrate aminotransferase,chr16,8768443,8878432
ENSG00000134240,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),chr1,120290618,120311555
ENSG00000112294,ALDH5A1,"aldehyde dehydrogenase 5 family, member A1",chr6,24495196,24537435
ENSG00000223572,CKMT1A,"creatine kinase, mitochondrial 1A",chr15,43985083,43991420
ENSG00000241878,PISD,phosphatidylserine decarboxylase,chr22,32014476,32026810
ENSG00000065518,NDUFB4,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa",chr3,120315127,120321258
ENSG00000127540,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI",chr19,1597153,1605483
ENSG00000035141,FAM136A,"family with sequence similarity 136, member A",chr2,70523107,70529220
ENSG00000175768,TOMM5,translocase of outer mitochondrial membrane 5 homolog (yeast),chr9,37588411,37592636
ENSG00000115317,HTRA2,HtrA serine peptidase 2,chr2,74756531,74760683
ENSG00000105220,GPI,glucose-6-phosphate isomerase,chr19,34855644,34893318
ENSG00000125356,NDUFA1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa",chrX,119005733,119010629
ENSG00000198727,CYTB,cytochrome b,chrM,14747,15887
ENSG00000143774,GUK1,guanylate kinase 1,chr1,228327784,228336655
ENSG00000180902,D2HGDH,D-2-hydroxyglutarate dehydrogenase,chr2,242673993,242708231
ENSG00000125741,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)",chr19,46031024,46088122
ENSG00000198074,AKR1B10,"aldo-keto reductase family 1, member B10 (aldose reductase)",chr7,134212343,134226166
ENSG00000107537,PHYH,phytanoyl-CoA 2-hydroxylase,chr10,13319795,13342130
ENSG00000164182,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2",chr5,60240955,60448864
ENSG00000130159,ECSIT,ECSIT signalling integrator,chr19,11616730,11639987
ENSG00000175193,PARL,"presenilin associated, rhomboid-like",chr3,183547172,183602693
ENSG00000198015,MRPL42,mitochondrial ribosomal protein L42,chr12,93861265,93897548
ENSG00000110011,DNAJC4,"DnaJ (Hsp40) homolog, subfamily C, member 4",chr11,63997752,64001753
ENSG00000217930,PAM16,presequence translocase-associated motor 16 homolog (S. cerevisiae),chr16,4390251,4401373
ENSG00000072210,ALDH3A2,"aldehyde dehydrogenase 3 family, member A2",chr17,19552063,19580908
ENSG00000164398,ACSL6,acyl-CoA synthetase long-chain family member 6,chr5,131285666,131347761
ENSG00000156521,TYSND1,trypsin domain containing 1,chr10,71897736,71906496
ENSG00000124532,MRS2,MRS2 magnesium transporter,chr6,24403135,24426422
ENSG00000144827,ABHD10,abhydrolase domain containing 10,chr3,111697722,111712215
ENSG00000111911,HINT3,histidine triad nucleotide binding protein 3,chr6,126277860,126301389
ENSG00000101417,PXMP4,"peroxisomal membrane protein 4, 24kDa",chr20,32290549,32308136
ENSG00000128694,OSGEPL1,O-sialoglycoprotein endopeptidase-like 1,chr2,190611385,190627924
ENSG00000164978,NUDT2,nudix (nucleoside diphosphate linked moiety X)-type motif 2,chr9,34329503,34343711
ENSG00000103018,CYB5B,cytochrome b5 type B (outer mitochondrial membrane),chr16,69458497,69500167
ENSG00000132463,GRSF1,G-rich RNA sequence binding factor 1,chr4,71681498,71705627
ENSG00000203624,MRPS18B,mitochondrial ribosomal protein S18B,chr6,30585485,30594174
ENSG00000176410,DNAJC30,"DnaJ (Hsp40) homolog, subfamily C, member 30",chr7,73095247,73097781
ENSG00000121691,CAT,catalase,chr11,34460471,34493607
ENSG00000114956,DGUOK,deoxyguanosine kinase,chr2,74153952,74186088
ENSG00000123130,ACOT9,acyl-CoA thioesterase 9,chrX,23721776,23761407
ENSG00000154930,ACSS1,acyl-CoA synthetase short-chain family member 1,chr20,24986865,25038818
ENSG00000135002,RFK,riboflavin kinase,chr9,79000432,79009444
ENSG00000084090,STARD7,StAR-related lipid transfer (START) domain containing 7,chr2,96850602,96874573
ENSG00000111666,CHPT1,choline phosphotransferase 1,chr12,102091416,102122846
ENSG00000228253,ATP8,ATP synthase F0 subunit 8,chrM,8366,8572
ENSG00000113845,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,chr3,119217367,119243125
ENSG00000166118,SPATA19,spermatogenesis associated 19,chr11,133710516,133715392
ENSG00000109854,HTATIP2,"HIV-1 Tat interactive protein 2, 30kDa",chr11,20385230,20405329
ENSG00000053371,AKR7A2,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)",chr1,19629201,19638640
ENSG00000128951,DUT,deoxyuridine triphosphatase,chr15,48623620,48635570
ENSG00000007202,KIAA0100,KIAA0100,chr17,26941457,26972177
ENSG00000198938,COX3,cytochrome c oxidase III,chrM,9207,9990
ENSG00000109016,DHRS7B,dehydrogenase/reductase (SDR family) member 7B,chr17,21030240,21095285
ENSG00000120662,MTRF1,mitochondrial translational release factor 1,chr13,41790515,41837713
ENSG00000161558,TMEM143,transmembrane protein 143,chr19,48835615,48867186
ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial",chr17,17206679,17250977
ENSG00000126858,RHOT1,ras homolog family member T1,chr17,30469472,30552790
ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4,chr16,446754,450754
ENSG00000136371,MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",chr15,80135888,80189627
ENSG00000142444,C19orf52,chromosome 19 open reading frame 52,chr19,11039423,11040916
ENSG00000108439,PNPO,pyridoxamine 5'-phosphate oxidase,chr17,46018888,46026674
ENSG00000138413,IDH1,"isocitrate dehydrogenase 1 (NADP+), soluble",chr2,209100950,209119867
ENSG00000165487,MICU2,mitochondrial calcium uptake 2,chr13,22066827,22178355
ENSG00000132570,PCBD2,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,chr5,134240809,134298336
ENSG00000130348,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,chr6,107077440,107116292
ENSG00000063761,ADCK1,aarF domain containing kinase 1,chr14,78266425,78400297
ENSG00000117592,PRDX6,peroxiredoxin 6,chr1,173446485,173457946
ENSG00000163931,TKT,transketolase,chr3,53258722,53290130
ENSG00000184117,NIPSNAP1,nipsnap homolog 1 (C. elegans),chr22,29950797,29977326
ENSG00000106105,GARS,glycyl-tRNA synthetase,chr7,30634180,30673648
ENSG00000183747,ACSM2A,acyl-CoA synthetase medium-chain family member 2A,chr16,20462858,20498991
ENSG00000171612,SLC25A33,"solute carrier family 25 (pyrimidine nucleotide carrier), member 33",chr1,9599527,9642831
ENSG00000169084,DHRSX,dehydrogenase/reductase (SDR family) X-linked,chrX,2137554,2419015
ENSG00000232859,LYRM9,LYR motif containing 9,chr17,26205339,26220409
ENSG00000169228,RAB24,"RAB24, member RAS oncogene family",chr5,176728190,176730745
ENSG00000162396,PARS2,"prolyl-tRNA synthetase 2, mitochondrial (putative)",chr1,55222570,55230226
ENSG00000172590,MRPL52,mitochondrial ribosomal protein L52,chr14,23299091,23304246
ENSG00000177192,PUS1,pseudouridylate synthase 1,chr12,132413744,132428406
ENSG00000125166,GOT2,"glutamic-oxaloacetic transaminase 2, mitochondrial",chr16,58741034,58768261
ENSG00000213995,CARKD,carbohydrate kinase domain containing,chr13,111267806,111292342
ENSG00000198840,ND3,"NADH dehydrogenase, subunit 3 (complex I)",chrM,10059,10404
ENSG00000110455,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional),chr11,44087728,44105569
ENSG00000141378,PTRH2,peptidyl-tRNA hydrolase 2,chr17,57774666,57784856
ENSG00000087157,PGS1,phosphatidylglycerophosphate synthase 1,chr17,76374734,76420639
ENSG00000164830,OXR1,oxidation resistance 1,chr8,107282405,107764921
ENSG00000143353,LYPLAL1,lysophospholipase-like 1,chr1,219347191,219386207
ENSG00000177692,DNAJC28,"DnaJ (Hsp40) homolog, subfamily C, member 28",chr21,34860361,34864030
ENSG00000148834,GSTO1,glutathione S-transferase omega 1,chr10,106013951,106027222
ENSG00000136877,FPGS,folylpolyglutamate synthase,chr9,130565136,130576360
ENSG00000105518,TMEM205,transmembrane protein 205,chr19,11453451,11456981
ENSG00000176274,SLC25A53,"solute carrier family 25, member 53",chrX,103343897,103401708
ENSG00000183773,AIFM3,"apoptosis-inducing factor, mitochondrion-associated, 3",chr22,21319417,21335649
ENSG00000008394,MGST1,microsomal glutathione S-transferase 1,chr12,16500075,16530123
ENSG00000179869,ABCA13,"ATP-binding cassette, sub-family A (ABC1), member 13",chr7,48211056,48687091
ENSG00000242114,MTFP1,mitochondrial fission process 1,chr22,30821610,30825041
ENSG00000198211,TUBB3,"tubulin, beta 3 class III",chr16,89988416,90002505
ENSG00000181924,COA4,cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae),chr11,73583712,73587890
ENSG00000196290,NIF3L1,NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae),chr2,201754049,201768655
ENSG00000169972,PUSL1,pseudouridylate synthase-like 1,chr1,1243993,1247057
ENSG00000139410,SDSL,serine dehydratase-like,chr12,113860215,113876081
ENSG00000087088,BAX,BCL2-associated X protein,chr19,49458116,49465055
ENSG00000088888,MAVS,mitochondrial antiviral signaling protein,chr20,3827445,3856770
ENSG00000165792,METTL17,methyltransferase like 17,chr14,21457964,21465194
ENSG00000076555,ACACB,acetyl-CoA carboxylase beta,chr12,109577201,109706030
ENSG00000081181,ARG2,arginase 2,chr14,68086578,68118436
ENSG00000107951,MTPAP,mitochondrial poly(A) polymerase,chr10,30598729,30638267
ENSG00000164051,CCDC51,coiled-coil domain containing 51,chr3,48473579,48481529
ENSG00000175600,SUGCT,succinylCoA:glutarate-CoA transferase,chr7,40174574,40900366
ENSG00000087470,DNM1L,dynamin 1-like,chr12,32832133,32898584
ENSG00000078618,NRD1,nardilysin (N-arginine dibasic convertase),chr1,52254865,52344609
ENSG00000171204,TMEM126B,transmembrane protein 126B,chr11,85339616,85347583
ENSG00000117481,NSUN4,"NOP2/Sun domain family, member 4",chr1,46805848,46830824
ENSG00000111058,ACSS3,acyl-CoA synthetase short-chain family member 3,chr12,81471808,81649582
ENSG00000124098,FAM210B,"family with sequence similarity 210, member B",chr20,54933982,54943718
ENSG00000101546,RBFA,ribosome binding factor A (putative),chr18,77794345,77810652
ENSG00000145354,CISD2,CDGSH iron sulfur domain 2,chr4,103790134,103813963
ENSG00000172878,METAP1D,methionyl aminopeptidase type 1D (mitochondrial),chr2,172864803,172945587
ENSG00000168710,AHCYL1,adenosylhomocysteinase-like 1,chr1,110527386,110566364
ENSG00000136783,NIPSNAP3A,nipsnap homolog 3A (C. elegans),chr9,107509968,107522403
ENSG00000186205,MARC1,mitochondrial amidoxime reducing component 1,chr1,220960038,220987741
ENSG00000069509,FUNDC1,FUN14 domain containing 1,chrX,44382884,44402221
ENSG00000151726,ACSL1,acyl-CoA synthetase long-chain family member 1,chr4,185676748,185747268
ENSG00000203667,COX20,COX20 cytochrome C oxidase assembly factor,chr1,244998638,245008359
ENSG00000103160,HSDL1,hydroxysteroid dehydrogenase like 1,chr16,84155743,84178800
ENSG00000159231,CBR3,carbonyl reductase 3,chr21,37507262,37518860
ENSG00000122085,MTERFD2,MTERF domain containing 2,chr2,242034980,242041747
ENSG00000213965,NUDT19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,chr19,33182866,33204702
ENSG00000013583,HEBP1,heme binding protein 1,chr12,13127798,13153243
ENSG00000110536,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1",chr11,47586981,47595013
ENSG00000247077,PGAM5,phosphoglycerate mutase family member 5,chr12,133287392,133299323
ENSG00000168393,DTYMK,deoxythymidylate kinase (thymidylate kinase),chr2,242615156,242626383
ENSG00000065427,KARS,lysyl-tRNA synthetase,chr16,75661621,75681585
ENSG00000147465,STAR,steroidogenic acute regulatory protein,chr8,38000217,38008600
ENSG00000205981,DNAJC19,"DnaJ (Hsp40) homolog, subfamily C, member 19",chr3,180701497,180707562
ENSG00000256269,HMBS,hydroxymethylbilane synthase,chr11,118955586,118964259
ENSG00000036473,OTC,ornithine carbamoyltransferase,chrX,38211735,38280703
ENSG00000115944,COX7A2L,cytochrome c oxidase subunit VIIa polypeptide 2 like,chr2,42577644,42588356
ENSG00000156469,MTERFD1,MTERF domain containing 1,chr8,97251625,97273841
ENSG00000156398,SFXN2,sideroflexin 2,chr10,104474297,104498946
ENSG00000169710,FASN,fatty acid synthase,chr17,80036213,80056106
ENSG00000158828,PINK1,PTEN induced putative kinase 1,chr1,20959947,20978004
ENSG00000144120,TMEM177,transmembrane protein 177,chr2,120436742,120439694
ENSG00000198431,TXNRD1,thioredoxin reductase 1,chr12,104609556,104744085
ENSG00000185875,THNSL1,threonine synthase-like 1 (S. cerevisiae),chr10,25305507,25315593
ENSG00000137700,SLC37A4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",chr11,118895060,118901616
ENSG00000160752,FDPS,farnesyl diphosphate synthase,chr1,155278538,155290457
ENSG00000067064,IDI1,isopentenyl-diphosphate delta isomerase 1,chr10,1085963,1095061
ENSG00000177302,TOP3A,topoisomerase (DNA) III alpha,chr17,18177234,18218321
ENSG00000181867,FTMT,ferritin mitochondrial,chr5,121187649,121188523
ENSG00000171989,LDHAL6B,lactate dehydrogenase A-like 6B,chr15,59499014,59500785
ENSG00000204842,ATXN2,ataxin 2,chr12,111890017,112037480
ENSG00000066855,MTFR1,mitochondrial fission regulator 1,chr8,66556887,66622798
ENSG00000153904,DDAH1,dimethylarginine dimethylaminohydrolase 1,chr1,85784167,86044046
ENSG00000099968,BCL2L13,BCL2-like 13 (apoptosis facilitator),chr22,18121349,18213621
ENSG00000174173,TRMT10C,tRNA methyltransferase 10 homolog C (S. cerevisiae),chr3,101280679,101285290
ENSG00000097021,ACOT7,acyl-CoA thioesterase 7,chr1,6324331,6453826
ENSG00000029639,TFB1M,"transcription factor B1, mitochondrial",chr6,155577263,155635617
ENSG00000004059,ARF5,ADP-ribosylation factor 5,chr7,127228405,127231759
ENSG00000005059,CCDC109B,coiled-coil domain containing 109B,chr4,110481354,110608872
ENSG00000107815,C10orf2,chromosome 10 open reading frame 2,chr10,102747292,102754158
ENSG00000168288,MMADHC,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria",chr2,150426146,150444330
ENSG00000166199,ALKBH3,"alkB, alkylation repair homolog 3 (E. coli)",chr11,43902356,43941825
ENSG00000143811,PYCR2,"pyrroline-5-carboxylate reductase family, member 2",chr1,226107576,226112040
ENSG00000096150,RPS18,ribosomal protein S18,chr6,33239851,33244281
ENSG00000215845,TSTD1,thiosulfate sulfurtransferase (rhodanese)-like domain containing 1,chr1,161007421,161008774
ENSG00000072042,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),chr14,68143518,68162510
ENSG00000173641,HSPB7,"heat shock 27kDa protein family, member 7 (cardiovascular)",chr1,16340522,16345285
ENSG00000102897,LYRM1,LYR motif containing 1,chr16,20911556,20936328
ENSG00000141447,OSBPL1A,oxysterol binding protein-like 1A,chr18,21742010,21977833
ENSG00000160957,RECQL4,RecQ protein-like 4,chr8,145736666,145743210
ENSG00000229833,PET100,PET100 homolog (S. cerevisiae),chr19,7694670,7696510
ENSG00000156515,HK1,hexokinase 1,chr10,71029755,71161637
ENSG00000104381,GDAP1,ganglioside induced differentiation associated protein 1,chr8,75262617,75279335
ENSG00000122033,MTIF3,mitochondrial translational initiation factor 3,chr13,28009775,28024739
ENSG00000076248,UNG,uracil-DNA glycosylase,chr12,109535398,109548798
